wallet,initial_usd,final_usd,cumulative_roi,avg_daily_roi,volatility,positive_days,max_drawdown,sharpe_ratio,sortino_ratio,avg_recovery_time_days
CsPEvQzHmu5JcicxPbpkXHpH2LqX5dP1gfYTmAw4bBfA,13649.88648568896,39890.970492095046,192.24397238701,1.6753369973609216,8.915755190845088,71.0,-2.1039673537159804,0.1879074695861095,2.174945683570688,5.0
Bc3uUsg98iEbqH6E3hjbbNamtYeXD8wLHrVJ2GgJxdzL,3965.48940895536,11577.84874881168,191.96519155151813,1.7409973172943989,10.372044732856278,69.0,-4.668542213674705,0.1678547829416233,3.875691604615471,4.2
8EVeZqf6kDyPuCWcqncwD2kVyth8FFPtgrkWxZcKKSSn,3413.15778865152,9931.445540757122,190.9752831755506,6.26156136597184,54.57398221636076,63.0,-61.866424629920594,0.1147352843182237,0.4266160136887004,1.4
8hsZbruegWAWKqg22wzdk6jswzTP1sVvK8iqgofXkDhA,38275.5187785984,109231.80758807954,185.38295775929768,1.975149514245521,15.082261229504509,69.0,-2.8120422701047563,0.1309584474230996,2.1818698049509906,2.857142857142857
5dhDp8V1spuyedcRQ9yAd2ZtFg9gsgKGNu5dDijE9k9E,1297.95658775328,3690.0603259896006,184.29766918298657,2.281866504791665,16.067285890690496,68.0,-28.671076975038844,0.1420194126323348,0.305394567620694,1.375
6w3xEiFmUA1A7cwYARhMw24SW6WzGMmDVY8uwCVM3RC7,16939.58254525056,48092.34052311649,183.90511038065924,2.0176512271432028,15.884898654510152,70.0,-2.7564385654297308,0.1270169404933745,1.925732624763876,10.333333333333334
4kxQisUL3cwA2S3xX9rnbkw8tmUwuxrT2UPBThjCxovT,529.02810131184,1483.3614707620802,180.39370065290737,2.668381779812822,20.512105907526944,70.0,-42.96419490092698,0.1300881436475839,0.8736888027842998,
8aGDSqXdpQmB3czpHDzda85c7Uiju6rhqt2YnbS7bXxY,8117.86399039824,22405.57477287072,176.00332796129496,2.1036543805845787,17.74657064651393,70.0,-2.2050686331632265,0.118538641774027,2.1654170281318503,8.0
E2NXYcgnjWPgPPuPVSUrXM9gVPchEBk2NE1roxfYxtWN,23221.2787008072,64081.94277167665,175.96216210715855,1.7043345411149935,11.311264407562025,67.0,-2.4703230686795266,0.1506758643158919,2.9966904091271447,2.142857142857143
GdXmXh2qrV2h2G8iQDMXKkW7KWy1gkSrCANVsYbdETLz,1022.02034961312,2808.8083960430404,174.8290087478492,2.01858080805346,13.926630550604658,65.0,-18.025247653417097,0.1449439475484483,0.4549821962743606,1.5454545454545454
BcFFFvtLHhaax2XRd7URW5hDBi1YnvPh6X9ATpLZVTYA,176.1924310224,473.89098497952006,168.96216950390595,1.97964417603544,16.418651902712902,77.0,0.0,0.1205728818520317,,
2vC4ojopVb2MLC5WhZeiT2Y7e5uD9YDxANo5evgZAeAd,5105.7030116352,13553.6534524104,165.46106229687618,2.189249361249047,18.20278371840321,62.0,-30.56120184868236,0.1202700309533256,0.3319464902081461,3.7142857142857135
